0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
18,3,139003,8,9,4,9,2,3,0,0,0,12,38,0
49,1,249289,11,13,0,9,4,2,0,0,0,40,38,0
39,3,257726,10,10,4,6,3,4,1,0,0,40,38,0
22,3,113175,10,10,4,9,3,4,0,0,0,20,38,0
21,3,151158,10,10,4,9,3,4,0,0,0,25,38,0
35,3,465326,11,13,2,11,0,4,1,0,0,40,38,0
21,3,356772,8,9,4,9,4,4,0,0,0,40,38,0
38,3,364782,8,9,2,2,0,4,1,0,0,40,38,1
55,3,198385,3,4,6,7,4,4,0,0,0,20,38,0
31,3,329301,8,9,0,13,1,4,1,0,0,55,38,0
17,4,254859,6,7,4,9,3,4,1,0,0,20,38,0
31,3,203488,11,13,2,0,0,4,1,7298,0,50,38,1
25,1,222800,11,13,4,9,1,4,1,0,0,40,38,0
39,3,96452,12,14,2,3,0,4,1,0,0,55,38,1
50,3,170050,3,4,2,6,0,4,1,0,0,40,38,0
38,1,116580,11,13,2,9,5,4,0,0,0,20,38,1
50,3,400004,10,10,2,11,0,4,1,0,0,60,38,0
63,3,183608,5,6,2,3,0,4,1,0,0,40,38,0
31,3,194055,8,9,2,13,0,4,1,0,0,50,38,0
23,3,210443,11,13,4,9,3,4,0,0,0,40,38,0
18,3,43272,10,10,4,7,3,4,1,0,0,20,38,0
43,1,108945,11,13,0,9,4,4,0,0,0,48,38,0
34,3,114691,10,10,2,3,0,4,1,0,0,50,38,1
18,3,304169,6,7,4,11,3,4,1,0,0,35,38,0
46,3,503923,8,9,2,6,0,2,1,4386,0,40,38,1
35,3,340428,11,13,4,11,4,4,0,0,0,40,38,1
46,6,106705,12,14,4,3,1,4,0,0,0,38,38,0
59,3,146391,13,11,2,12,0,4,1,7298,0,40,38,1
31,3,235389,3,4,4,5,1,4,0,0,0,30,31,0
27,3,39665,8,9,0,11,4,4,0,0,0,37,38,0
41,3,113823,12,14,2,9,0,4,1,0,0,40,8,0
42,3,217826,8,9,4,2,3,2,1,0,0,40,38,0
55,3,349304,11,13,2,3,0,4,1,0,0,40,38,1
34,3,197688,8,9,4,9,1,2,0,0,0,40,38,0
44,3,54507,8,9,4,6,1,4,0,0,0,40,38,0
26,3,117833,11,13,4,3,1,4,0,0,1669,50,38,0
36,3,163396,13,11,2,9,5,4,0,0,0,40,38,1
69,3,88566,4,5,2,7,0,4,1,1424,0,35,38,0
33,3,323619,10,10,4,0,4,4,0,0,0,40,38,0
30,3,75755,13,11,2,9,0,4,1,0,0,40,38,0
35,3,148903,8,9,2,7,5,4,0,0,0,16,38,1
25,3,40915,11,13,4,3,1,4,0,0,0,40,38,1
21,3,182606,10,10,4,7,3,2,1,0,0,40,38,0
18,3,131033,6,7,4,7,2,2,1,0,0,15,38,0
35,5,168475,10,10,2,2,0,4,1,0,0,60,38,1
20,3,121568,8,9,2,5,0,4,1,0,0,50,38,0
26,3,139098,12,14,2,9,0,4,1,5013,0,40,38,0
46,3,357338,11,13,2,12,0,4,1,0,0,40,38,0
31,3,283268,11,13,4,9,4,4,0,0,0,36,38,0
40,3,572751,9,15,2,2,0,4,1,5178,0,40,25,1
40,3,315321,8,9,0,3,4,4,0,0,625,52,38,0
31,3,120461,11,13,4,3,1,4,0,0,0,40,38,0
32,5,65278,15,16,2,3,0,4,1,0,0,40,38,0
23,5,208503,10,10,0,0,3,4,1,0,0,40,38,0
25,1,112835,12,14,4,10,1,4,1,0,0,40,38,0
37,3,265038,10,10,2,13,0,4,1,0,0,50,38,0
18,3,89478,10,10,4,11,3,4,0,0,0,20,38,0
55,3,276229,8,9,6,11,1,4,0,0,0,38,38,0
52,3,366232,4,5,0,2,4,4,0,0,0,40,4,0
26,3,152035,8,9,4,0,3,4,0,0,0,40,38,0
37,3,205339,10,10,4,12,1,4,1,0,0,40,38,1
39,3,75995,8,9,0,3,4,4,0,0,0,45,38,0
62,5,192236,11,13,0,9,1,4,0,0,0,40,38,1
19,3,188618,10,10,4,9,3,4,0,0,0,25,38,0
47,3,229737,8,9,2,2,0,4,1,0,0,45,38,1
51,1,199688,11,13,2,10,0,4,1,0,0,40,38,1
55,3,52953,8,9,0,7,4,4,0,0,0,40,38,0
30,3,221043,8,9,2,2,0,4,1,0,0,35,38,0
59,0,115389,10,10,2,2,0,4,1,0,0,36,38,0
45,5,204205,5,6,2,2,0,4,1,0,0,65,38,0
52,3,338816,10,10,2,3,0,4,1,15024,0,45,38,1
21,3,197387,8,9,4,5,3,4,1,0,0,20,38,0
31,3,42485,8,9,2,6,0,4,1,0,0,55,38,0
29,3,367706,10,10,4,0,3,2,1,0,0,40,38,0
24,3,102493,8,9,2,5,0,4,1,0,0,40,38,0
17,3,263746,5,6,4,7,3,4,1,0,0,24,38,0
47,3,115358,8,9,0,6,1,2,0,0,0,40,38,0
46,3,189680,10,10,2,11,0,4,1,0,0,50,38,1
32,3,282622,8,9,0,9,4,4,0,0,0,28,38,0
34,3,127651,5,6,4,4,1,4,1,0,0,44,38,0
63,3,230823,7,8,2,13,0,4,1,0,0,40,4,0
21,3,300812,10,10,4,7,3,4,1,0,0,25,38,0
18,3,174732,8,9,4,7,2,2,1,0,0,36,38,0
49,6,183710,15,16,2,3,0,4,1,0,0,50,38,1
81,5,137018,8,9,6,0,1,4,0,0,0,20,38,0
36,4,213008,14,12,2,3,0,4,1,0,0,40,38,1
47,3,357848,8,9,2,2,0,4,1,0,0,40,38,1
36,3,165799,12,14,2,11,0,4,1,0,0,50,38,1
39,5,188571,13,11,2,4,0,4,1,0,0,60,38,0
46,3,97883,11,13,4,11,1,4,0,0,0,35,38,0
43,1,105862,10,10,2,0,5,4,0,0,1902,40,38,1
39,1,57424,11,13,0,0,4,4,0,0,0,35,38,0
29,3,151476,10,10,5,11,1,4,0,0,0,40,38,0
23,3,129583,8,9,4,5,3,2,0,0,0,16,38,0
57,3,180920,5,6,2,2,0,4,1,0,0,43,38,0
38,5,182416,8,9,4,11,4,2,0,0,0,42,38,0
25,3,251915,11,13,4,11,3,4,0,0,0,40,38,0
39,1,187127,10,10,2,3,0,4,1,0,0,40,38,0
24,3,69045,10,10,4,11,1,2,1,0,0,40,22,0
56,3,192869,12,14,2,2,0,4,1,0,1977,44,38,1
39,3,74163,7,8,0,11,1,4,0,0,0,40,38,0
23,3,60847,13,11,4,11,4,4,0,0,0,60,38,0
17,3,213055,6,7,4,9,1,3,0,0,0,20,38,0
67,5,116057,8,9,0,3,1,4,0,3273,0,16,38,0
41,3,82393,11,13,4,0,1,1,1,0,0,50,38,0
24,1,134181,11,13,4,9,3,4,0,0,0,50,38,0
51,3,159910,11,13,0,3,1,2,1,10520,0,40,38,1
30,4,117570,8,9,0,7,1,4,0,0,0,60,38,0
47,4,214169,8,9,2,4,0,4,1,15024,0,40,38,1
56,3,56331,8,9,4,6,1,4,1,0,0,32,38,0
51,3,35576,8,9,0,2,1,4,1,0,0,38,38,0
57,5,149168,10,10,2,3,0,4,1,0,0,55,38,0
34,3,157165,10,10,0,7,4,4,0,0,0,40,38,0
24,3,278130,11,13,4,9,1,4,1,0,0,40,38,0
57,3,257200,8,9,2,6,0,4,1,0,0,40,38,0
38,3,283122,8,9,2,6,0,4,1,0,0,40,38,1
23,3,580248,8,9,4,12,1,4,0,0,0,40,38,0
35,3,230054,3,4,2,6,0,4,1,0,0,40,25,0
58,3,519006,8,9,2,2,0,4,1,0,0,52,38,0
19,3,37332,8,9,4,9,3,4,0,1055,0,12,38,0
19,3,365871,3,4,4,9,1,4,1,0,0,40,25,0
68,6,235882,15,16,2,9,0,4,1,0,2377,60,38,1
43,3,336513,10,10,2,3,0,4,1,0,1902,40,38,1
17,3,115551,6,7,4,7,3,4,0,0,0,20,38,0
53,6,50048,15,16,2,9,0,4,1,7688,0,50,38,1
37,4,382802,15,16,2,9,0,2,1,0,0,99,38,1
21,3,180303,11,13,4,9,1,1,1,0,0,25,38,0
63,3,106023,8,9,2,2,0,4,1,0,0,40,38,1
31,3,332379,10,10,3,13,4,4,1,0,0,50,38,0
29,3,95465,8,9,2,7,0,4,1,0,0,40,38,0
43,1,96102,10,10,2,10,0,4,1,0,1887,40,38,1
27,3,36440,9,15,4,9,1,4,0,0,0,65,38,1
25,5,209384,8,9,4,7,2,4,1,0,0,32,38,0
28,3,50814,8,9,4,9,1,4,0,0,0,40,38,0
54,3,143865,8,9,0,11,4,4,0,0,0,35,38,0
74,3,104661,10,10,6,9,1,4,0,0,0,12,38,0
31,1,50442,10,10,4,3,3,0,0,0,0,32,38,0
23,3,236601,10,10,4,12,1,4,1,0,0,48,38,0
19,3,100999,11,13,4,9,3,4,0,0,0,30,38,0
39,3,362685,0,1,6,9,1,4,0,0,0,20,7,0
61,5,32423,8,9,2,4,5,4,0,22040,0,40,38,0
59,3,154236,8,9,2,9,5,4,0,7688,0,40,38,1
27,4,153546,13,11,2,7,5,4,0,0,0,36,38,1
19,3,182355,10,10,4,0,3,2,0,0,0,20,38,0
23,3,191444,8,9,4,9,3,4,1,0,0,40,38,0
25,1,44216,8,9,0,0,1,0,0,0,0,35,38,0
40,3,97688,10,10,2,12,0,4,1,0,0,48,38,1
53,3,209022,6,7,0,7,1,4,0,0,0,37,38,0
32,3,96016,11,13,4,9,1,4,1,0,0,45,38,0
72,5,52138,15,16,2,9,0,4,1,0,2392,25,38,1
61,3,159046,3,4,2,13,0,4,1,0,0,40,38,0
42,3,138634,8,9,2,11,0,4,1,0,0,40,38,0
17,3,130125,5,6,4,7,3,0,0,1055,0,20,38,0
73,3,247355,8,9,2,13,0,4,1,0,0,16,1,0
41,5,227065,10,10,5,2,1,4,1,0,0,40,38,0
23,3,244771,10,10,4,6,3,2,0,0,0,20,22,0
23,3,215616,8,9,4,9,1,4,0,0,0,40,1,0
65,3,386672,13,11,2,0,0,4,1,0,0,15,38,0
45,4,177543,8,9,2,11,5,4,0,0,0,50,38,0
52,0,617021,11,13,2,12,0,2,1,7688,0,40,38,1
24,1,117109,11,13,4,0,3,2,0,0,0,27,38,0
23,3,373550,13,11,2,2,0,4,1,0,0,40,38,0
30,3,19847,10,10,0,12,3,4,0,0,0,40,38,0
26,3,189590,11,13,4,3,1,4,1,0,0,40,38,0
37,5,58343,8,9,0,4,4,4,1,0,0,56,38,0
17,3,354201,8,9,4,7,3,4,1,0,0,40,38,0
31,3,119422,8,9,2,11,0,4,1,0,0,40,38,0
52,3,363405,8,9,5,0,2,4,0,0,0,40,38,0
63,3,181863,11,13,4,11,1,4,1,0,0,27,38,0
27,3,194472,8,9,4,8,1,4,0,0,0,60,38,0
31,3,247328,4,5,2,6,0,4,1,3137,0,40,25,0
71,5,130731,8,9,6,0,1,4,0,0,0,35,38,0
35,3,236910,11,13,2,3,0,4,1,0,0,60,38,0
44,3,378251,8,9,2,0,5,4,0,0,0,38,38,0
36,3,120760,12,14,2,9,0,1,1,0,0,40,2,0
22,3,203182,11,13,4,3,2,4,0,0,0,20,38,0
32,3,130304,8,9,2,9,0,4,1,0,1485,48,38,0
30,1,352542,11,13,0,9,4,4,0,0,0,40,38,0
60,3,191024,8,9,2,9,0,4,1,0,0,40,38,0
25,3,197728,10,10,4,0,3,4,0,0,0,40,38,0
76,3,316185,3,4,6,10,1,4,0,0,0,12,38,0
41,3,89226,8,9,0,2,1,4,1,0,0,40,38,0
26,3,292353,3,4,2,6,0,3,1,0,0,40,38,0
45,3,304570,7,8,2,6,0,1,1,0,0,40,38,0
32,3,180296,10,10,0,0,4,4,0,0,0,40,38,0
22,3,361487,8,9,4,2,1,4,1,0,0,40,38,0
39,3,218490,11,13,2,11,0,4,1,0,1848,40,38,1
63,5,231777,11,13,4,13,1,4,1,0,0,40,38,0
23,3,189832,14,12,4,13,4,4,0,0,0,40,38,0
61,3,232308,5,6,2,6,0,4,1,0,0,40,38,0
31,6,33308,13,11,2,2,0,4,1,0,0,40,38,0
25,3,333677,4,5,2,6,0,4,1,0,0,45,38,0
33,3,170651,8,9,4,7,3,4,0,1055,0,40,38,0
39,3,343403,8,9,2,11,5,4,0,0,0,36,38,0
53,3,166386,11,13,2,6,5,1,0,0,0,40,2,0
26,0,48099,11,13,4,3,1,4,0,0,0,40,38,0
21,3,143062,10,10,4,7,3,4,1,0,0,32,38,0
18,3,104704,8,9,4,0,3,2,1,0,0,40,38,0
34,3,30497,11,13,2,3,0,4,1,15024,0,60,38,1
44,6,174325,12,14,2,9,0,2,1,7688,0,40,38,1
31,3,286675,8,9,0,2,3,4,1,0,0,50,38,0
44,3,59474,8,9,2,13,0,4,1,0,0,40,38,1
42,3,378384,9,15,2,9,0,4,1,0,1902,60,38,1
43,3,245842,8,9,2,6,0,4,1,0,0,44,25,0
33,3,274222,11,13,2,7,0,1,1,7688,0,38,38,1
21,3,342575,10,10,4,11,3,2,0,0,0,30,38,0
30,3,206051,8,9,2,5,0,4,1,0,0,40,38,1
55,3,234213,8,9,2,13,0,4,1,0,0,60,38,0
57,3,145189,10,10,4,0,1,4,0,0,0,40,38,0
37,3,233490,8,9,4,4,1,4,1,0,0,50,38,0
32,3,344129,8,9,2,6,0,4,1,0,0,40,38,1
62,5,171315,11,13,2,9,0,4,1,0,0,60,38,1
31,5,181485,11,13,4,11,1,2,1,0,0,40,38,1
51,3,255412,11,13,2,3,0,4,1,0,0,50,9,1
37,3,262409,12,14,0,3,4,4,0,0,213,45,38,0
45,3,199590,2,3,2,13,0,4,1,0,0,38,25,0
47,3,84726,10,10,2,6,0,4,1,0,0,40,38,0
31,3,226883,8,9,0,9,3,4,1,0,0,75,38,0
75,5,184335,6,7,2,3,0,4,1,0,0,30,38,0
43,3,102025,12,14,2,9,0,3,1,0,0,50,38,0
39,3,183898,14,12,2,2,0,4,1,7688,0,60,10,1
30,3,55291,11,13,2,9,0,4,1,0,0,40,38,1
27,3,150025,2,3,4,5,2,4,1,0,0,40,12,0
44,3,100584,8,9,2,6,0,0,1,0,0,40,38,0
53,1,181755,12,14,0,9,1,4,0,0,0,35,38,1
40,3,150528,11,13,2,0,0,4,1,0,0,40,38,0
18,3,107277,6,7,4,11,3,4,0,0,0,20,38,0
33,3,247205,11,13,2,10,0,2,1,0,0,40,8,0
20,3,291979,8,9,4,11,3,4,1,0,0,40,38,0
38,3,270985,10,10,2,3,0,2,1,0,0,50,38,0
48,3,62605,8,9,0,0,1,4,0,0,0,35,38,0
46,5,176863,8,9,2,3,0,4,1,0,0,40,38,0
51,3,53197,8,9,2,2,0,4,1,0,0,40,38,0
35,5,267776,8,9,4,7,2,4,0,0,0,30,38,0
24,3,308205,3,4,4,5,2,4,1,0,0,40,25,0
30,3,306383,10,10,0,5,1,4,1,0,0,50,38,0
70,3,35494,8,9,2,3,0,4,1,0,0,30,38,0
26,3,291968,8,9,2,13,0,4,1,0,0,44,38,0
34,3,80933,8,9,2,2,0,4,1,0,1672,40,38,0
46,3,271828,8,9,2,2,0,4,1,0,0,40,38,1
70,3,121993,8,9,2,0,5,4,0,0,0,5,38,0
37,1,31023,10,10,2,7,0,4,1,0,0,40,38,0
36,5,36425,10,10,0,11,4,4,0,0,0,35,38,0
23,3,407684,4,5,4,6,2,4,0,0,0,40,25,0
28,3,241895,8,9,2,11,0,4,1,0,1628,40,38,0
44,5,158555,10,10,2,3,0,4,1,0,0,50,38,1
58,3,140363,8,9,0,6,1,4,1,3325,0,30,38,0
53,3,123429,10,10,2,3,0,4,1,0,0,60,38,1
23,3,40060,10,10,2,5,0,4,1,0,0,40,38,0
26,3,290286,8,9,4,2,1,2,1,0,0,40,38,0
21,3,249271,10,10,2,9,0,4,1,0,0,40,38,0
34,1,106169,12,14,0,9,1,4,0,0,0,50,38,0
43,3,76487,6,7,2,2,0,4,1,0,0,40,38,0
22,3,437994,10,10,4,7,2,2,1,0,0,20,38,0
41,3,113555,10,10,2,2,0,0,1,7298,0,50,38,1
36,3,160120,8,9,2,0,0,1,1,0,0,40,39,0
41,1,343079,11,13,2,9,5,4,0,0,1740,20,38,0
27,3,406662,8,9,4,0,1,4,1,4416,0,40,38,0
42,5,37618,10,10,2,4,0,4,1,0,0,60,38,0
27,3,114158,13,11,4,0,3,4,0,0,0,35,38,0
41,3,115562,8,9,0,10,3,4,1,0,0,40,38,0
32,3,353994,11,13,2,3,2,1,0,0,0,40,2,1
21,3,344891,10,10,4,0,3,1,1,0,0,20,38,0
44,3,286750,11,13,2,3,0,2,1,0,0,50,38,1
29,3,194197,11,13,4,3,3,4,1,0,0,40,38,0
19,5,206599,10,10,4,7,3,4,0,0,0,22,38,0
21,1,596776,10,10,4,0,3,4,1,0,0,40,12,0
46,3,56841,8,9,2,13,0,4,1,0,0,40,38,0
38,3,112561,11,13,2,3,0,4,1,0,0,55,38,1
43,3,147110,10,10,4,0,4,4,1,0,0,48,38,1
54,4,175339,8,9,2,11,0,4,1,0,0,50,38,1
38,3,234901,12,14,2,3,0,4,1,0,1977,60,38,1
18,3,298133,10,10,4,9,3,4,1,0,0,40,38,0
50,3,217083,8,9,2,0,5,4,0,0,0,40,38,1
30,3,97757,13,11,2,9,5,4,0,0,0,36,38,1
30,3,151868,4,5,2,2,0,4,1,0,0,40,38,0
28,1,25864,8,9,4,3,4,0,0,0,0,35,38,0
26,3,109419,13,11,4,0,1,4,0,0,0,45,38,0
37,0,203070,10,10,2,2,0,4,1,0,0,43,38,0
32,3,107843,8,9,2,6,0,4,1,5178,0,50,38,1
64,6,264544,12,14,2,9,5,4,0,0,0,5,38,1
18,3,148644,8,9,4,11,3,4,0,0,0,28,38,0
30,3,125762,10,10,2,0,0,4,1,0,0,30,38,0
36,3,53606,13,11,2,9,5,4,0,3908,0,8,38,0
18,3,193741,6,7,4,7,2,2,1,0,0,30,38,0
27,3,588905,8,9,2,2,0,4,1,0,0,40,38,0
49,3,115613,4,5,2,7,0,4,1,0,0,40,38,0
46,6,222374,8,9,2,7,0,4,1,0,0,43,38,1
37,3,185359,8,9,2,0,0,4,1,0,0,40,38,0
30,3,173647,10,10,0,13,1,4,1,0,0,40,38,0
29,3,31166,8,9,0,9,1,3,0,0,0,30,10,0
22,3,517995,8,9,4,9,3,4,1,0,0,40,25,0
25,5,189027,8,9,2,4,0,4,1,0,0,30,38,0
38,3,296125,8,9,5,8,4,2,0,0,0,30,38,0
32,3,640383,11,13,0,9,4,4,0,0,0,40,38,0
35,3,334291,10,10,2,2,0,4,1,0,0,50,38,0
56,3,318450,12,14,2,0,0,4,1,0,0,80,38,1
29,3,174163,10,10,0,3,1,4,0,0,0,40,38,0
41,3,119721,8,9,2,12,0,4,1,0,0,40,38,0
47,3,142719,8,9,2,6,0,4,1,0,0,40,38,0
23,3,162593,11,13,4,0,1,1,0,0,0,40,38,0
46,5,236852,11,13,2,11,0,4,1,0,0,45,38,1
28,1,154863,8,9,4,10,2,2,1,0,1876,40,38,0
39,3,168894,11,13,0,0,4,4,0,0,0,20,38,0
42,5,344920,10,10,2,4,5,4,0,0,0,50,38,0
39,3,33355,8,9,2,13,0,4,1,7298,0,48,38,1
68,3,196782,3,4,2,9,0,4,1,0,0,30,38,0
37,4,291518,11,13,2,2,0,4,1,15024,0,55,38,1
57,3,170244,9,15,4,9,1,4,0,0,0,40,38,0
22,3,369549,10,10,4,7,1,2,0,0,0,30,38,0
24,3,23438,13,11,4,0,1,4,1,0,0,30,38,1
19,3,202673,10,10,4,5,3,4,1,0,0,50,38,0
55,3,171780,14,12,0,11,4,2,0,0,0,30,38,0
37,1,264503,8,9,2,10,0,4,1,0,0,40,38,0
37,1,244341,10,10,4,0,4,2,0,0,0,40,38,0
28,3,209109,11,13,2,7,0,4,1,0,0,50,38,0
27,3,187392,8,9,4,7,1,4,0,0,0,40,38,0
40,6,119578,11,13,4,9,4,4,0,0,0,20,38,0
51,3,195105,8,9,0,8,3,4,0,0,0,40,38,0
52,3,101752,13,11,2,13,0,4,1,0,0,56,38,0
74,3,95825,10,10,6,9,1,4,0,0,0,3,38,0
49,4,362654,10,10,2,3,0,4,1,15024,0,50,38,1
20,3,29810,10,10,4,9,3,4,0,0,0,40,38,0
40,0,77332,10,10,0,0,1,4,0,0,0,50,38,0
80,3,87518,10,10,4,9,1,4,1,0,1816,60,38,0
63,3,113324,10,10,2,10,0,4,1,0,0,40,38,0
63,3,96299,8,9,0,13,4,4,1,0,0,45,38,1
51,3,237729,10,10,0,0,4,4,0,0,0,40,38,0
23,3,200973,8,9,4,0,1,4,0,0,0,40,38,0
66,5,212456,8,9,6,2,1,4,1,0,0,20,38,0
33,5,131568,8,9,2,11,0,4,1,0,0,66,38,0
49,3,185859,8,9,2,2,0,4,1,0,0,43,38,0
20,3,231981,10,10,4,13,1,4,1,0,0,32,38,0
33,4,117963,14,12,2,3,0,4,1,0,1887,60,38,1
26,3,78172,10,10,1,10,0,4,1,0,0,40,38,0
52,3,164135,8,9,2,3,0,4,1,0,0,50,38,1
33,3,171216,11,13,2,3,0,4,1,0,0,50,38,1
47,3,140664,11,13,0,11,1,4,1,0,0,45,38,0
23,3,249277,8,9,4,3,3,2,1,0,0,75,38,0
53,0,117847,14,12,2,0,0,4,1,0,0,40,38,0
19,3,52372,10,10,4,7,3,4,1,0,0,20,38,0
26,0,95806,10,10,4,2,1,4,1,3325,0,40,38,0
53,3,137428,3,4,2,13,0,4,1,0,0,60,38,1
65,3,169047,8,9,4,6,1,4,1,0,0,10,38,0
68,3,339168,11,13,2,13,0,4,1,0,0,30,38,0
30,3,504725,5,6,4,11,2,4,1,0,0,18,12,0
28,3,132870,6,7,2,2,0,4,1,0,0,45,38,0
54,1,135840,5,6,2,10,0,4,1,0,0,45,38,0
30,3,35644,8,9,4,7,3,4,1,0,0,10,38,0
22,3,198148,10,10,4,0,3,4,1,0,0,50,38,0
25,3,220098,8,9,4,7,3,4,1,0,0,30,38,0
19,3,262515,6,7,4,7,2,4,1,0,0,20,38,0
19,3,423863,10,10,4,9,3,4,0,0,0,35,38,0
32,0,111567,9,15,2,9,0,4,1,0,0,40,38,1
23,3,194096,11,13,4,3,3,4,0,0,0,40,38,0
51,1,420917,11,13,2,9,0,4,1,0,0,45,38,0
25,3,197871,10,10,2,11,0,4,1,0,0,44,38,1
46,1,253116,11,13,4,9,1,2,0,0,0,40,38,0
38,3,206535,10,10,0,12,4,4,0,0,0,50,38,0
26,6,70447,8,9,2,10,0,1,1,0,0,40,38,1
46,3,201217,8,9,0,9,1,4,0,0,0,40,38,0
25,3,209970,11,13,4,9,1,4,0,0,0,40,38,0
20,3,196745,10,10,4,7,3,4,0,594,0,16,38,0
29,1,175262,12,14,2,9,2,4,1,0,0,35,38,0
51,4,304955,12,14,2,3,0,4,1,0,0,50,38,1
40,3,181265,10,10,2,2,0,4,1,0,0,52,38,0
24,3,200973,10,10,4,0,1,4,0,0,0,40,38,0
24,5,37440,11,13,4,4,4,4,1,0,0,50,38,0
31,3,395170,13,11,2,7,5,0,0,0,0,24,25,0
54,3,32385,8,9,0,9,1,4,0,0,0,30,38,0
34,3,353213,14,12,5,2,1,4,1,0,0,60,38,0
19,3,38619,10,10,4,4,3,4,1,0,0,66,38,0
21,3,177711,8,9,4,13,3,2,1,0,0,40,38,0
21,3,190761,5,6,2,4,0,4,1,0,0,70,38,0
23,3,27776,10,10,2,13,0,4,1,0,0,24,38,0
37,0,470663,10,10,4,2,1,4,1,0,0,40,38,0
40,3,71738,12,14,2,3,0,4,1,0,0,46,38,1
57,3,74156,8,9,2,7,0,4,1,0,0,30,38,0
48,3,202467,11,13,2,9,0,4,1,0,1485,40,38,1
24,3,123983,6,7,2,13,0,1,1,0,0,40,39,0
43,3,193494,10,10,2,9,0,4,1,0,0,40,38,0
32,3,169886,11,13,4,9,1,4,0,0,0,20,38,0
40,3,130571,8,9,4,7,1,4,0,0,0,40,38,0
52,4,90363,9,15,2,9,0,4,1,99999,0,35,38,1
49,3,83444,8,9,0,3,1,4,1,0,0,40,38,0
45,5,239093,10,10,2,3,0,0,1,3137,0,40,38,0
62,1,151369,8,9,4,2,1,4,1,0,0,40,38,0
29,3,56630,13,11,2,0,0,4,1,0,0,40,38,0
49,3,117095,8,9,5,6,4,4,0,0,0,40,38,0
55,0,189985,10,10,0,0,4,2,0,0,0,40,38,0
20,3,34862,10,10,4,9,3,0,1,0,0,72,38,0
37,4,126675,11,13,4,3,3,4,1,0,0,40,38,0
43,6,199806,11,13,2,0,0,4,1,0,0,40,38,1
29,3,57596,10,10,0,0,1,4,0,0,0,40,38,0
44,3,103459,8,9,2,11,5,4,0,0,0,40,38,1
28,3,282398,10,10,5,12,4,4,1,0,0,40,38,1
38,3,298841,10,10,4,3,1,4,0,0,0,45,38,0
45,3,33300,13,11,2,11,0,4,1,0,1977,50,38,1
22,3,306031,10,10,4,9,3,4,1,0,0,40,38,0
19,3,306467,10,10,4,7,3,4,0,0,0,20,38,0
20,3,189888,7,8,4,7,1,4,1,0,0,40,38,0
60,3,83861,8,9,2,5,0,4,1,0,0,40,38,0
30,3,117393,8,9,4,11,1,4,0,0,0,40,38,0
22,3,129934,10,10,4,0,1,1,1,0,0,40,38,0
51,3,179010,10,10,0,11,1,4,0,0,0,60,38,0
31,3,375680,11,13,4,9,4,2,0,0,0,40,38,0
48,3,316101,8,9,0,3,4,4,0,0,0,40,38,0
43,3,293305,11,13,2,11,0,4,1,0,1887,40,38,1
51,1,175750,8,9,0,13,4,2,1,0,0,40,38,0
41,3,121718,13,11,2,12,0,4,1,0,1848,48,38,1
62,3,94931,13,11,2,9,0,4,1,3411,0,40,38,0
50,6,229272,8,9,2,2,0,2,1,0,0,40,38,1
46,3,142828,8,9,2,11,5,4,0,0,0,40,38,1
54,3,22743,10,10,2,13,0,4,1,15024,0,60,38,1
68,3,76371,8,9,2,5,0,4,1,0,0,45,38,1
23,5,216129,14,12,4,2,1,4,1,0,0,30,38,0
49,3,107425,12,14,4,11,1,4,0,0,0,35,38,0
24,3,611029,5,6,2,5,0,4,1,0,0,40,38,0
30,1,363032,8,9,2,10,0,2,1,0,0,40,38,0
38,3,170020,8,9,2,6,0,4,1,3137,0,45,38,0
34,3,137900,8,9,4,11,1,4,0,0,0,35,38,0
22,3,322674,10,10,4,3,3,4,1,0,0,40,38,0
30,3,23778,3,4,5,5,1,4,1,0,0,40,38,0
61,3,147845,3,4,2,13,0,4,1,0,0,31,38,0
36,3,175759,8,9,0,3,4,4,1,0,0,40,38,0
51,4,166459,13,11,2,3,0,4,1,0,0,40,38,0
43,3,128212,2,3,2,6,5,1,0,0,0,40,39,1
54,0,127455,10,10,2,10,0,4,1,0,0,48,38,1
63,3,134699,8,9,6,9,1,4,0,0,0,25,38,0
51,3,254230,10,10,2,3,0,4,1,0,0,40,38,1
63,5,159715,5,6,2,6,0,4,1,0,0,40,38,0
51,1,116286,12,14,2,9,0,4,1,0,0,60,38,1
27,3,146719,8,9,0,11,3,4,0,0,0,35,38,0
35,3,361888,14,12,2,12,0,4,1,0,0,40,38,1
31,3,26553,11,13,2,9,5,4,0,0,0,25,38,1
46,5,32825,8,9,5,2,4,4,1,0,0,40,38,0
53,3,225768,13,11,2,2,0,2,1,0,0,40,38,1
26,0,393728,10,10,0,0,3,4,1,0,0,24,38,0
43,3,160369,8,9,4,6,3,4,1,0,0,40,38,0
39,3,191807,8,9,2,11,0,4,1,15024,0,50,38,1
50,0,176969,8,9,0,9,1,4,1,0,1590,40,38,0
54,0,33863,8,9,2,0,0,4,1,0,0,40,38,1
62,3,182687,10,10,2,9,5,4,0,0,0,45,38,1
57,6,141459,10,10,0,9,4,4,0,0,0,40,38,0
19,3,174233,10,10,4,9,3,2,1,0,0,24,38,0
29,1,95393,8,9,4,7,3,4,1,0,0,20,38,0
20,3,221095,8,9,4,2,2,2,1,0,0,40,38,0
53,3,104501,11,13,2,3,0,4,1,0,1902,55,38,1
